collin,101.0
matt y,66.0
tony,71.0
luca,0.0
thana,155.0
luis,241.0
simon,76.0
frank,25.0
aaron,206.0
noah,197.0
david o,49.0
nick d,142.0
chris a,101.0
luke,52.0
adam,78.0
alan,29.0
john k,9.0
sonny,0.0
eric k,400.0
mike,133.0
juwan,16.0
kevin s,87.0
andrew d,13.0
jacob,66.0
clayton,419.0
evan s,0.0
marco,204.0
todd,0.0
alberto,23.0
stephen,65.0
travis,12.0
zane,13.0
walski,249.0
