Barrin,1.0,2,0
Mishra,0.3,3,7
Maraxus,0.6666666666666666,4,2
Sisay,0.7,7,3
Lyna,0.5,1,1
Crovax,0.5,2,2
Gerrard,0.0,0,4
Squee,0.5,5,5
Ertai,0.5,4,4
Tawnos,0.6,6,4
Mirri,0.4,4,6
Volrath,0.3333333333333333,2,4
Serra,0.5,3,3
Hanna,0.5,6,6
Selenia,0.25,1,3
Starke,0.0,0,4
Oracle,0.75,3,1
Rofellos,0.5,1,1
Titania,0.8333333333333334,5,1
Eladamri,0.25,1,3
Takara,1.0,4,0
Ashnod,0.5,1,1
Tahngarth,0.5,1,1
Karn,1.0,4,0
Greven il-Vec,0.0,0,2
Misha,0.5,1,1
Greven,0.0,0,2
Xantcha,0.5,1,1
