Barrin,1,2,0
Takara,1,4,0
Karn,1,2,0
Titania,0.833333333,5,1
Oracle,0.75,3,1
Maraxus,0.666666667,4,2
Sisay,0.625,5,3
Hanna,0.625,5,3
Lyna,0.5,1,1
Crovax,0.5,1,1
Ertai,0.5,4,4
Tawnos,0.5,4,4
Serra,0.5,2,2
Rofellos,0.5,1,1
Eladamri,0.5,1,1
Ashnod,0.5,1,1
Tahngarth,0.5,1,1
Squee,0.333333333,2,4
Mirri,0.333333333,2,4
Volrath,0.333333333,2,4
Mishra,0.3,3,7
Selenia,0.25,1,3
Gerrard,0,0,4
Starke,0,0,2
Greven il-Vec,0,0,2
